"","id","date","tavg"
"170","RSM00034927",2003-06-19,19.9
"171","RSM00034927",2003-06-20,20.5
"172","RSM00034927",2003-06-21,22.3
"173","RSM00034927",2003-06-22,20.5
"174","RSM00034927",2003-06-23,17.8
"175","RSM00034927",2003-06-24,17.7
"176","RSM00034927",2003-06-25,20.9
"177","RSM00034927",2003-06-26,20.4
"178","RSM00034927",2003-06-27,20.9
"179","RSM00034927",2003-06-28,21.6
"180","RSM00034927",2003-06-29,21.7
"181","RSM00034927",2003-06-30,20.7
"182","RSM00034927",2003-07-01,21.3
"183","RSM00034927",2003-07-02,22.3
"184","RSM00034927",2003-07-03,24.3
"185","RSM00034927",2003-07-04,28.1
"186","RSM00034927",2003-07-05,28.7
"187","RSM00034927",2003-07-06,28.7
"188","RSM00034927",2003-07-07,24.5
"189","RSM00034927",2003-07-08,22.1
"190","RSM00034927",2003-07-09,21.3
"191","RSM00034927",2003-07-10,21.5
"192","RSM00034927",2003-07-11,22.8
"193","RSM00034927",2003-07-12,23.9
"194","RSM00034927",2003-07-13,22.8
"195","RSM00034927",2003-07-14,23.3
"196","RSM00034927",2003-07-15,25.4
"197","RSM00034927",2003-07-16,25.1
"198","RSM00034927",2003-07-17,22.3
"199","RSM00034927",2003-07-18,20.7
"200","RSM00034927",2003-07-19,20.7
"201","RSM00034927",2003-07-20,22.1
"202","RSM00034927",2003-07-21,24.1
"203","RSM00034927",2003-07-22,25.9
"204","RSM00034927",2003-07-23,24.8
"205","RSM00034927",2003-07-24,20.2
"206","RSM00034927",2003-07-25,19.2
"207","RSM00034927",2003-07-26,21.9
"208","RSM00034927",2003-07-27,22.9
"209","RSM00034927",2003-07-28,22.2
"210","RSM00034927",2003-07-29,22.5
"211","RSM00034927",2003-07-30,22.7
"212","RSM00034927",2003-07-31,22.9
"213","RSM00034927",2003-08-01,24
"214","RSM00034927",2003-08-02,24.9
"215","RSM00034927",2003-08-03,26.3
"216","RSM00034927",2003-08-04,25.6
"217","RSM00034927",2003-08-05,23.7
"218","RSM00034927",2003-08-06,23
"219","RSM00034927",2003-08-07,23.1
"220","RSM00034927",2003-08-08,24.1
"221","RSM00034927",2003-08-09,22.6
"222","RSM00034927",2003-08-10,23
"223","RSM00034927",2003-08-11,23.8
"224","RSM00034927",2003-08-12,20.1
"225","RSM00034927",2003-08-13,20.7
"226","RSM00034927",2003-08-14,21.7
"227","RSM00034927",2003-08-15,22.7
"228","RSM00034927",2003-08-16,24.2
"229","RSM00034927",2003-08-17,25.4
"230","RSM00034927",2003-08-18,24.8
"231","RSM00034927",2003-08-19,23
"232","RSM00034927",2003-08-20,23.6
"233","RSM00034927",2003-08-21,24.5
"234","RSM00034927",2003-08-22,24.8
"235","RSM00034927",2003-08-23,23.7
"236","RSM00034927",2003-08-24,23.3
"237","RSM00034927",2003-08-25,23.9
"238","RSM00034927",2003-08-26,24.3
"239","RSM00034927",2003-08-27,24.6
"240","RSM00034927",2003-08-28,24
"241","RSM00034927",2003-08-29,26
"242","RSM00034927",2003-08-30,26.7
"243","RSM00034927",2003-08-31,27.9
"244","RSM00034927",2003-09-01,27.8
"245","RSM00034927",2003-09-02,24.3
"246","RSM00034927",2003-09-03,21.4
"247","RSM00034927",2003-09-04,20.2
"248","RSM00034927",2003-09-05,14.8
"249","RSM00034927",2003-09-06,11.1
"250","RSM00034927",2003-09-07,11.9
"251","RSM00034927",2003-09-08,14.3
"252","RSM00034927",2003-09-09,16.6
"253","RSM00034927",2003-09-10,16.7
"254","RSM00034927",2003-09-11,15.2
"255","RSM00034927",2003-09-12,14.2
"256","RSM00034927",2003-09-13,13.6
"257","RSM00034927",2003-09-14,17.2
"258","RSM00034927",2003-09-15,18
"259","RSM00034927",2003-09-16,18.5
"260","RSM00034927",2003-09-17,18.4
"261","RSM00034927",2003-09-18,16.6
"262","RSM00034927",2003-09-19,16.9
"263","RSM00034927",2003-09-20,17
"264","RSM00034927",2003-09-21,18.1
"265","RSM00034927",2003-09-22,16.5
"266","RSM00034927",2003-09-23,16.9
"267","RSM00034927",2003-09-24,17.7
"268","RSM00034927",2003-09-25,17.6
"269","RSM00034927",2003-09-26,18.9
"270","RSM00034927",2003-09-27,19.3
"271","RSM00034927",2003-09-28,18.4
"272","RSM00034927",2003-09-29,17.4
"273","RSM00034927",2003-09-30,17
"274","RSM00034927",2003-10-01,17
"275","RSM00034927",2003-10-02,16.6
"276","RSM00034927",2003-10-03,17.6
"277","RSM00034927",2003-10-04,17.8
"278","RSM00034927",2003-10-05,18.8
"279","RSM00034927",2003-10-06,23.2
"280","RSM00034927",2003-10-07,21.3
"281","RSM00034927",2003-10-08,15.2
"282","RSM00034927",2003-10-09,20.5
"283","RSM00034927",2003-10-10,15.3
"284","RSM00034927",2003-10-11,12.1
"285","RSM00034927",2003-10-12,13.9
"286","RSM00034927",2003-10-13,13.5
"287","RSM00034927",2003-10-14,13.6
"288","RSM00034927",2003-10-15,12.4
"289","RSM00034927",2003-10-16,11.2
"290","RSM00034927",2003-10-17,10.4
"291","RSM00034927",2003-10-18,9.4
"292","RSM00034927",2003-10-19,9.2
"293","RSM00034927",2003-10-20,7.2
"294","RSM00034927",2003-10-21,13.5
"295","RSM00034927",2003-10-22,19.4
"296","RSM00034927",2003-10-23,21.5
"297","RSM00034927",2003-10-24,18.2
"298","RSM00034927",2003-10-25,12.5
"299","RSM00034927",2003-10-26,5.9
"300","RSM00034927",2003-10-27,7.9
"301","RSM00034927",2003-10-28,4.9
"302","RSM00034927",2003-10-29,4.6
"303","RSM00034927",2003-10-30,4.9
"304","RSM00034927",2003-10-31,7.1
"305","RSM00034927",2003-11-01,14.7
"306","RSM00034927",2003-11-02,8.5
"307","RSM00034927",2003-11-03,6.5
"308","RSM00034927",2003-11-04,9.2
"309","RSM00034927",2003-11-05,8.6
"310","RSM00034927",2003-11-06,9.3
"311","RSM00034927",2003-11-07,8.7
"312","RSM00034927",2003-11-08,6.9
"313","RSM00034927",2003-11-09,4.5
"314","RSM00034927",2003-11-10,4.9
"315","RSM00034927",2003-11-11,4.1
"316","RSM00034927",2003-11-12,4.5
"317","RSM00034927",2003-11-13,5.9
"318","RSM00034927",2003-11-14,2.4
"319","RSM00034927",2003-11-15,3
"320","RSM00034927",2003-11-16,2.4
"321","RSM00034927",2003-11-17,7.2
"322","RSM00034927",2003-11-18,6.8
"323","RSM00034927",2003-11-19,7
"324","RSM00034927",2003-11-20,7.3
"325","RSM00034927",2003-11-21,8.1
"326","RSM00034927",2003-11-22,7.2
"327","RSM00034927",2003-11-23,6.8
"328","RSM00034927",2003-11-24,4.3
"329","RSM00034927",2003-11-25,1.4
"330","RSM00034927",2003-11-26,2.3
"331","RSM00034927",2003-11-27,3.3
"332","RSM00034927",2003-11-28,5.5
"333","RSM00034927",2003-11-29,6.4
"334","RSM00034927",2003-11-30,5.5
"335","RSM00034927",2003-12-01,5.5
"336","RSM00034927",2003-12-02,3.2
"337","RSM00034927",2003-12-03,1.6
"338","RSM00034927",2003-12-04,0.5
"339","RSM00034927",2003-12-05,2.1
"340","RSM00034927",2003-12-06,8.9
"341","RSM00034927",2003-12-07,8.6
"342","RSM00034927",2003-12-08,1.4
"343","RSM00034927",2003-12-09,2.2
"344","RSM00034927",2003-12-10,1.9
"345","RSM00034927",2003-12-11,-2.7
"346","RSM00034927",2003-12-12,-1.6
"347","RSM00034927",2003-12-13,0.9
"348","RSM00034927",2003-12-14,4.1
"349","RSM00034927",2003-12-15,3.2
"350","RSM00034927",2003-12-16,12.4
"351","RSM00034927",2003-12-17,5.3
"352","RSM00034927",2003-12-18,3.3
"353","RSM00034927",2003-12-19,0.5
"354","RSM00034927",2003-12-20,1.5
"355","RSM00034927",2003-12-21,3.8
"356","RSM00034927",2003-12-22,8.2
"357","RSM00034927",2003-12-23,3.5
"358","RSM00034927",2003-12-24,2.6
"359","RSM00034927",2003-12-25,0.7
"360","RSM00034927",2003-12-26,0.4
"361","RSM00034927",2003-12-27,0.8
"362","RSM00034927",2003-12-28,0.8
"363","RSM00034927",2003-12-29,-0.2
"364","RSM00034927",2003-12-30,-0.4
"365","RSM00034927",2003-12-31,-1.7
"366","RSM00034927",2004-01-01,-0.8
"367","RSM00034927",2004-01-02,0.7
"368","RSM00034927",2004-01-03,2.6
"369","RSM00034927",2004-01-04,5.5
"370","RSM00034927",2004-01-05,5.6
"371","RSM00034927",2004-01-06,4.2
"372","RSM00034927",2004-01-07,2.9
"373","RSM00034927",2004-01-08,1.3
"374","RSM00034927",2004-01-09,0.8
"375","RSM00034927",2004-01-10,1.6
"376","RSM00034927",2004-01-11,0.3
"377","RSM00034927",2004-01-12,-0.4
"378","RSM00034927",2004-01-13,2.2
"379","RSM00034927",2004-01-14,1.4
"380","RSM00034927",2004-01-15,4.5
"381","RSM00034927",2004-01-16,8.2
"382","RSM00034927",2004-01-17,4.4
"383","RSM00034927",2004-01-18,1.9
"384","RSM00034927",2004-01-19,6.1
"385","RSM00034927",2004-01-20,7.5
"386","RSM00034927",2004-01-21,10.9
"387","RSM00034927",2004-01-22,9.5
"388","RSM00034927",2004-01-23,5.4
"389","RSM00034927",2004-01-24,5
"390","RSM00034927",2004-01-25,3.1
"391","RSM00034927",2004-01-26,3.3
"392","RSM00034927",2004-01-27,3.7
"393","RSM00034927",2004-01-28,5.9
"394","RSM00034927",2004-01-29,9
"395","RSM00034927",2004-01-30,6
"396","RSM00034927",2004-01-31,5.1
"397","RSM00034927",2004-02-01,2.3
"398","RSM00034927",2004-02-02,2.2
"399","RSM00034927",2004-02-03,4.4
"400","RSM00034927",2004-02-04,1.8
"401","RSM00034927",2004-02-05,2.3
"402","RSM00034927",2004-02-06,5.7
"403","RSM00034927",2004-02-07,7.4
"404","RSM00034927",2004-02-08,10.7
"405","RSM00034927",2004-02-09,7.9
"406","RSM00034927",2004-02-10,6.8
"407","RSM00034927",2004-02-11,1.2
"408","RSM00034927",2004-02-12,3
"409","RSM00034927",2004-02-13,3.3
"410","RSM00034927",2004-02-14,-1.5
"411","RSM00034927",2004-02-15,-2.4
"412","RSM00034927",2004-02-16,-1.1
"413","RSM00034927",2004-02-17,0.2
"414","RSM00034927",2004-02-18,1.5
"415","RSM00034927",2004-02-19,3.9
"416","RSM00034927",2004-02-20,2.5
"417","RSM00034927",2004-02-21,-1.6
"418","RSM00034927",2004-02-22,-4.2
"419","RSM00034927",2004-02-23,-1.8
"420","RSM00034927",2004-02-24,2.7
"421","RSM00034927",2004-02-25,5.9
"422","RSM00034927",2004-02-26,9.3
"423","RSM00034927",2004-02-27,10.4
"424","RSM00034927",2004-02-28,14.8
"425","RSM00034927",2004-02-29,12.1
"426","RSM00034927",2004-03-01,12.6
"427","RSM00034927",2004-03-02,9
"428","RSM00034927",2004-03-03,7.7
"429","RSM00034927",2004-03-04,6.2
"430","RSM00034927",2004-03-05,1.6
"431","RSM00034927",2004-03-06,-0.6
"432","RSM00034927",2004-03-07,-1.7
"433","RSM00034927",2004-03-08,2.3
"434","RSM00034927",2004-03-09,2
"435","RSM00034927",2004-03-10,3.9
"436","RSM00034927",2004-03-11,4.5
"437","RSM00034927",2004-03-12,4.4
"438","RSM00034927",2004-03-13,3.3
"439","RSM00034927",2004-03-14,3.5
"440","RSM00034927",2004-03-15,4.7
"441","RSM00034927",2004-03-16,3.3
"442","RSM00034927",2004-03-17,3.3
"443","RSM00034927",2004-03-18,6.1
"444","RSM00034927",2004-03-19,6.2
"445","RSM00034927",2004-03-20,8.5
"446","RSM00034927",2004-03-21,12.6
"447","RSM00034927",2004-03-22,15.3
"448","RSM00034927",2004-03-23,16.5
"449","RSM00034927",2004-03-24,15.8
"450","RSM00034927",2004-03-25,17.3
"451","RSM00034927",2004-03-26,13
"452","RSM00034927",2004-03-27,12
"453","RSM00034927",2004-03-28,14.7
"454","RSM00034927",2004-03-29,8.5
"455","RSM00034927",2004-03-30,6.2
"456","RSM00034927",2004-03-31,8.5
"457","RSM00034927",2004-04-01,8.5
"458","RSM00034927",2004-04-02,5.3
"459","RSM00034927",2004-04-03,-1.4
"460","RSM00034927",2004-04-04,-2.5
"461","RSM00034927",2004-04-05,3
"462","RSM00034927",2004-04-06,8.9
"463","RSM00034927",2004-04-07,15.2
"464","RSM00034927",2004-04-08,15.4
"465","RSM00034927",2004-04-09,16
"466","RSM00034927",2004-04-10,15.6
"467","RSM00034927",2004-04-11,20.8
"468","RSM00034927",2004-04-12,22.4
"469","RSM00034927",2004-04-13,17.8
"470","RSM00034927",2004-04-14,16.2
"471","RSM00034927",2004-04-15,7.6
"472","RSM00034927",2004-04-16,8.9
"473","RSM00034927",2004-04-17,11.3
"474","RSM00034927",2004-04-18,9.9
"475","RSM00034927",2004-04-19,11
"476","RSM00034927",2004-04-20,12
"477","RSM00034927",2004-04-21,12
"478","RSM00034927",2004-04-22,13.8
"479","RSM00034927",2004-04-23,13.2
"480","RSM00034927",2004-04-24,11.5
"481","RSM00034927",2004-04-25,12.4
"482","RSM00034927",2004-04-26,12.6
"483","RSM00034927",2004-04-27,15.2
"484","RSM00034927",2004-04-28,17.5
"485","RSM00034927",2004-04-29,15.3
"486","RSM00034927",2004-04-30,12.8
"487","RSM00034927",2004-05-01,15.1
"488","RSM00034927",2004-05-02,14.9
"489","RSM00034927",2004-05-03,15.3
"490","RSM00034927",2004-05-04,17.5
"491","RSM00034927",2004-05-05,17.9
"492","RSM00034927",2004-05-06,17.5
"493","RSM00034927",2004-05-07,16.4
"494","RSM00034927",2004-05-08,19.6
"495","RSM00034927",2004-05-09,19.3
"496","RSM00034927",2004-05-10,20.1
"497","RSM00034927",2004-05-11,18.5
"498","RSM00034927",2004-05-12,15.4
"499","RSM00034927",2004-05-13,16.3
"500","RSM00034927",2004-05-14,15.7
"501","RSM00034927",2004-05-15,15.1
"502","RSM00034927",2004-05-16,14.4
"503","RSM00034927",2004-05-17,12.3
"504","RSM00034927",2004-05-18,14.8
"505","RSM00034927",2004-05-19,13.2
"506","RSM00034927",2004-05-20,12.2
"507","RSM00034927",2004-05-21,15.8
"508","RSM00034927",2004-05-22,18.6
"509","RSM00034927",2004-05-23,20.5
"510","RSM00034927",2004-05-24,21.6
"511","RSM00034927",2004-05-25,19.6
"512","RSM00034927",2004-05-26,15
"513","RSM00034927",2004-05-27,14.1
"514","RSM00034927",2004-05-28,14.5
"515","RSM00034927",2004-05-29,17.8
"516","RSM00034927",2004-05-30,18.6
"517","RSM00034927",2004-05-31,18.3
"518","RSM00034927",2004-06-01,18.2
"519","RSM00034927",2004-06-02,16.7
"520","RSM00034927",2004-06-03,15.1
"521","RSM00034927",2004-06-04,16.8
"522","RSM00034927",2004-06-05,17.4
"523","RSM00034927",2004-06-06,18.5
"524","RSM00034927",2004-06-07,20.3
"525","RSM00034927",2004-06-08,19.1
"526","RSM00034927",2004-06-09,18.2
"527","RSM00034927",2004-06-10,16.2
"528","RSM00034927",2004-06-11,14.6
"529","RSM00034927",2004-06-12,17.6
"530","RSM00034927",2004-06-13,19.5
"531","RSM00034927",2004-06-14,21.2
"532","RSM00034927",2004-06-15,21.9
"533","RSM00034927",2004-06-16,21.5
"534","RSM00034927",2004-06-17,20.4
"535","RSM00034927",2004-06-18,20
"536","RSM00034927",2004-06-19,22.8
"537","RSM00034927",2004-06-20,23.3
"538","RSM00034927",2004-06-21,23.9
"539","RSM00034927",2004-06-22,23.8
"540","RSM00034927",2004-06-23,21.9
"541","RSM00034927",2004-06-24,21.2
"542","RSM00034927",2004-06-25,22.1
"543","RSM00034927",2004-06-26,23.5
"544","RSM00034927",2004-06-27,23.8
"545","RSM00034927",2004-06-28,20.7
"546","RSM00034927",2004-06-29,19.6
"547","RSM00034927",2004-06-30,19.1
"548","RSM00034927",2004-07-01,17.2
"549","RSM00034927",2004-07-02,18.9
"550","RSM00034927",2004-07-03,20.6
"551","RSM00034927",2004-07-04,22.5
"552","RSM00034927",2004-07-05,22.7
"553","RSM00034927",2004-07-06,22.6
"554","RSM00034927",2004-07-07,24.3
"555","RSM00034927",2004-07-08,24
"556","RSM00034927",2004-07-09,21.9
"557","RSM00034927",2004-07-10,22.3
"558","RSM00034927",2004-07-11,22.6
"559","RSM00034927",2004-07-12,24.6
"560","RSM00034927",2004-07-13,25.2
"561","RSM00034927",2004-07-14,23.4
"562","RSM00034927",2004-07-15,21.9
"563","RSM00034927",2004-07-16,18.7
"564","RSM00034927",2004-07-17,18.5
"565","RSM00034927",2004-07-18,20.5
"566","RSM00034927",2004-07-19,22.9
"567","RSM00034927",2004-07-20,22.7
"568","RSM00034927",2004-07-21,22.8
"569","RSM00034927",2004-07-22,21.8
"570","RSM00034927",2004-07-23,20.3
"571","RSM00034927",2004-07-24,18.7
"572","RSM00034927",2004-07-25,21.2
"573","RSM00034927",2004-07-26,23.1
"574","RSM00034927",2004-07-27,25
"575","RSM00034927",2004-07-28,26.3
"576","RSM00034927",2004-07-29,26.8
"577","RSM00034927",2004-07-30,27.7
"578","RSM00034927",2004-07-31,28.2
"579","RSM00034927",2004-08-01,27.6
"580","RSM00034927",2004-08-02,27.8
"581","RSM00034927",2004-08-03,23.8
"582","RSM00034927",2004-08-04,21.7
"583","RSM00034927",2004-08-05,22.8
"584","RSM00034927",2004-08-06,24
"585","RSM00034927",2004-08-07,24.1
"586","RSM00034927",2004-08-08,24.6
"587","RSM00034927",2004-08-09,23.8
"588","RSM00034927",2004-08-10,24.1
"589","RSM00034927",2004-08-11,22.7
"590","RSM00034927",2004-08-12,20.7
"591","RSM00034927",2004-08-13,22
"592","RSM00034927",2004-08-14,23.1
"593","RSM00034927",2004-08-15,22.6
"594","RSM00034927",2004-08-16,21.6
"595","RSM00034927",2004-08-17,24.1
"596","RSM00034927",2004-08-18,24.9
"597","RSM00034927",2004-08-19,23.5
"598","RSM00034927",2004-08-20,22.7
"599","RSM00034927",2004-08-21,22.5
"600","RSM00034927",2004-08-22,23.8
"601","RSM00034927",2004-08-23,24.8
"602","RSM00034927",2004-08-24,22.9
"603","RSM00034927",2004-08-25,21.6
"604","RSM00034927",2004-08-26,22.2
"605","RSM00034927",2004-08-27,23
"606","RSM00034927",2004-08-28,25.2
"607","RSM00034927",2004-08-29,23.1
"608","RSM00034927",2004-08-30,22.5
"609","RSM00034927",2004-08-31,23.2
"610","RSM00034927",2004-09-01,24.2
"611","RSM00034927",2004-09-02,23.7
"612","RSM00034927",2004-09-03,22.9
"613","RSM00034927",2004-09-04,21.1
"614","RSM00034927",2004-09-05,19
"615","RSM00034927",2004-09-06,13.5
"616","RSM00034927",2004-09-07,14.7
"617","RSM00034927",2004-09-08,15.4
"618","RSM00034927",2004-09-09,17.7
"619","RSM00034927",2004-09-10,15.3
"620","RSM00034927",2004-09-11,13.2
"621","RSM00034927",2004-09-12,13.8
"622","RSM00034927",2004-09-13,14.6
"623","RSM00034927",2004-09-14,16.3
"624","RSM00034927",2004-09-15,17.3
"625","RSM00034927",2004-09-16,18.8
"626","RSM00034927",2004-09-17,19
"627","RSM00034927",2004-09-18,20.3
"628","RSM00034927",2004-09-19,20.8
"629","RSM00034927",2004-09-20,20.8
"630","RSM00034927",2004-09-21,20.7
"631","RSM00034927",2004-09-22,20.5
"632","RSM00034927",2004-09-23,17.9
"633","RSM00034927",2004-09-24,18.1
"634","RSM00034927",2004-09-25,21.3
"635","RSM00034927",2004-09-26,23.2
"636","RSM00034927",2004-09-27,22.8
"637","RSM00034927",2004-09-28,22.9
"638","RSM00034927",2004-09-29,21.3
"639","RSM00034927",2004-09-30,22.4
"640","RSM00034927",2004-10-01,20.7
"641","RSM00034927",2004-10-02,17
"642","RSM00034927",2004-10-03,14.9
"643","RSM00034927",2004-10-04,10.9
"644","RSM00034927",2004-10-05,9
"645","RSM00034927",2004-10-06,10.5
"646","RSM00034927",2004-10-07,12
"647","RSM00034927",2004-10-08,15.4
"648","RSM00034927",2004-10-09,17.7
"649","RSM00034927",2004-10-10,17.3
"650","RSM00034927",2004-10-11,19.1
"651","RSM00034927",2004-10-12,10
"652","RSM00034927",2004-10-13,4.5
"653","RSM00034927",2004-10-14,4.7
"654","RSM00034927",2004-10-15,6.3
"655","RSM00034927",2004-10-16,10.7
"656","RSM00034927",2004-10-17,12.4
"657","RSM00034927",2004-10-18,19.2
"658","RSM00034927",2004-10-19,14.7
"659","RSM00034927",2004-10-20,12
"660","RSM00034927",2004-10-21,11.6
"661","RSM00034927",2004-10-22,8.6
"662","RSM00034927",2004-10-23,8.8
"663","RSM00034927",2004-10-24,9.8
"664","RSM00034927",2004-10-25,14
"665","RSM00034927",2004-10-26,12.7
"666","RSM00034927",2004-10-27,13.4
"667","RSM00034927",2004-10-28,13.4
"668","RSM00034927",2004-10-29,13.2
"669","RSM00034927",2004-10-30,11.9
